docId,horseId,name,trainer,number,jockey,odds,competitionId,race
ballykinlar,ballykinlar,Ballykinlar,Mickey Bowen,4,A Smith,8/1,pre_cheltenham_test,13:20 Wednesday
baron_noir,baron_noir,Baron Noir,A King,5,B Smith,8/1,pre_cheltenham_test,13:20 Wednesday
bobby's_nelson,bobby's_nelson,Bobby's Nelson,P Hobbs & J White,6,C Smith,10/1,pre_cheltenham_test,13:20 Wednesday
bon_viveur,bon_viveur,Bon Viveur,W P Mullins,7,A Smith,16/1,pre_cheltenham_test,13:20 Wednesday
bossman_jack,bossman_jack,Bossman Jack,Dan Skelton,8,B Smith,20/1,pre_cheltenham_test,13:20 Wednesday
caballero_cliff,caballero_cliff,Caballero Cliff,R Stephens,9,C Smith,33/1,pre_cheltenham_test,13:20 Wednesday
came_from_nowhere,came_from_nowhere,Came From Nowhere,J Scott,10,A Smith,100/1,pre_cheltenham_test,13:20 Wednesday
act_of_innocence,act_of_innocence,Act Of Innocence,N J Henderson,1,A Smith,3/1,pre_cheltenham_test,13:20 Tuesday
ambiente_friendly,ambiente_friendly,Ambiente Friendly,James Owen,2,B Smith,5/1,pre_cheltenham_test,13:20 Tuesday
ballyfad,ballyfad,Ballyfad,G Elliott,3,C Smith,11/2,pre_cheltenham_test,13:20 Tuesday
baron_noir,baron_noir,Baron Noir,A King,4,A Smith,8/1,pre_cheltenham_test,13:20 Tuesday
blake,blake,Blake,N Meade,5,B Smith,8/1,pre_cheltenham_test,13:20 Tuesday
blues_singer,blues_singer,Blues Singer,A King,6,C Smith,10/1,pre_cheltenham_test,13:20 Tuesday
bud_fox,bud_fox,Bud Fox,G P Cromwell,7,A Smith,16/1,pre_cheltenham_test,13:20 Tuesday
caballero_cliff,caballero_cliff,Caballero Cliff,R Stephens,8,B Smith,20/1,pre_cheltenham_test,13:20 Tuesday
davy_crockett,davy_crockett,Davy Crockett,W P Mullins,9,C Smith,33/1,pre_cheltenham_test,13:20 Tuesday
double_measure,double_measure,Double Measure,Dan Skelton,10,A Smith,100/1,pre_cheltenham_test,13:20 Tuesday
a_path_to_ronda,a_path_to_ronda,A Path To Ronda,Jamie Snowden,1,A Smith,3/1,pre_cheltenham_test,13:20 Thursday
al_fonce,al_fonce,Al Fonce,N & A Zetterholm,2,B Smith,5/1,pre_cheltenham_test,13:20 Thursday
amen_kate,amen_kate,Amen Kate,T Cooper,3,C Smith,11/2,pre_cheltenham_test,13:20 Thursday
anariza,anariza,Anariza,T Ellis,4,A Smith,8/1,pre_cheltenham_test,13:20 Thursday
azahara_palace,azahara_palace,Azahara Palace,A Keatley,5,B Smith,8/1,pre_cheltenham_test,13:20 Thursday
bambino_fever,bambino_fever,Bambino Fever,W P Mullins,6,C Smith,10/1,pre_cheltenham_test,13:20 Thursday
belle_montrose,belle_montrose,Belle Montrose,S Drinkwater,7,A Smith,16/1,pre_cheltenham_test,13:20 Thursday
blue_velvet,blue_velvet,Blue Velvet,W P Mullins,8,B Smith,20/1,pre_cheltenham_test,13:20 Thursday
carrigmoornaspruce,carrigmoornaspruce,Carrigmoornaspruce,D Queally,9,C Smith,33/1,pre_cheltenham_test,13:20 Thursday
carry_on_heidi,carry_on_heidi,Carry On Heidi,Jeremiah Patrick Baragry,10,A Smith,100/1,pre_cheltenham_test,13:20 Thursday
adrienne,adrienne,Adrienne,T M Walsh,1,A Smith,3/1,pre_cheltenham_test,13:20 Friday
ammes,ammes,Ammes,James Owen,2,B Smith,5/1,pre_cheltenham_test,13:20 Friday
apolon_de_charnie,apolon_de_charnie,Apolon De Charnie,W P Mullins,3,C Smith,11/2,pre_cheltenham_test,13:20 Friday
arouet,arouet,Arouet,P Twomey,4,A Smith,8/1,pre_cheltenham_test,13:20 Friday
barbizon,barbizon,Barbizon,G Elliott,5,B Smith,8/1,pre_cheltenham_test,13:20 Friday
bartholomew,bartholomew,Bartholomew,M Brassil,6,C Smith,10/1,pre_cheltenham_test,13:20 Friday
beauvallon,beauvallon,Beauvallon,W P Mullins,7,A Smith,16/1,pre_cheltenham_test,13:20 Friday
ben_hur,ben_hur,Ben Hur,N Meade,8,B Smith,20/1,pre_cheltenham_test,13:20 Friday
berto_ramirez,berto_ramirez,Berto Ramirez,A J McNamara,9,C Smith,33/1,pre_cheltenham_test,13:20 Friday
bertutea,bertutea,Bertutea,W P Mullins,10,A Smith,100/1,pre_cheltenham_test,13:20 Friday
the_passing_wife,the_passing_wife,The Passing Wife,G P Cromwell,1,A Smith,3/1,pre_cheltenham_test,17:20 Friday
murcia,murcia,Murcia,W P Mullins,2,B Smith,5/1,pre_cheltenham_test,17:20 Friday
chart_topper,chart_topper,Chart Topper,W P Mullins,3,C Smith,11/2,pre_cheltenham_test,17:20 Friday
its_bilbo,its_bilbo,Its Bilbo,H De Bromhead,4,A Smith,8/1,pre_cheltenham_test,17:20 Friday
kateira,kateira,Kateira,Dan Skelton,5,B Smith,8/1,pre_cheltenham_test,17:20 Friday
sony_bill,sony_bill,Sony Bill,W P Mullins,6,C Smith,10/1,pre_cheltenham_test,17:20 Friday
give_it_to_me_oj,give_it_to_me_oj,Give It To Me Oj,G & J Moore,7,A Smith,16/1,pre_cheltenham_test,17:20 Friday
nurse_susan,nurse_susan,Nurse Susan,Dan Skelton,8,B Smith,20/1,pre_cheltenham_test,17:20 Friday
timeless_treaty,timeless_treaty,Timeless Treaty,G Elliott,9,C Smith,33/1,pre_cheltenham_test,17:20 Friday
air_of_entitlement,air_of_entitlement,Air Of Entitlement,H De Bromhead,10,A Smith,100/1,pre_cheltenham_test,17:20 Friday
